 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 



                                   Node(51)                         Node(101)                         Node(151)                         Node(201)                         Node(251)                         Node(301)                         Node(351)                         Node(401)

         time           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux
         2600.00      -152.790  0.2995 -1.070e-02      -165.540  0.3625 -3.390e-02      -291.020  0.3099 -3.710e-02      -212.930  0.3018 -3.760e-02      -154.800  0.2189 -3.790e-02      -103.150 0.08470 -4.070e-02      -103.360  0.1405 -4.490e-02      -105.990  0.2856 -5.440e-02
         2610.00      -157.900  0.2988 -1.340e-02      -173.500  0.3609 -3.070e-02      -292.200  0.3097 -3.480e-02      -213.240  0.3017 -3.680e-02      -155.110  0.2188 -3.800e-02      -103.820 0.08450 -4.000e-02      -104.610  0.1398 -4.330e-02      -108.090  0.2846 -5.190e-02
         2620.00      -164.590  0.2979 -1.010e-02      -181.640  0.3593 -2.800e-02      -294.020  0.3093 -3.230e-02      -214.080  0.3014 -3.550e-02      -155.490  0.2186 -3.770e-02      -104.310 0.08430 -3.960e-02      -105.630  0.1392 -4.200e-02      -110.040  0.2836 -4.950e-02
         2630.00      -172.210  0.2970 -7.910e-03      -189.600  0.3577 -2.570e-02      -296.210  0.3089 -3.000e-02      -215.330  0.3010 -3.390e-02      -155.990  0.2184 -3.690e-02      -104.720 0.08420 -3.910e-02      -106.450  0.1387 -4.110e-02      -111.790  0.2827 -4.740e-02
         2640.00      -182.540  0.2956 -4.260e-03      -197.730  0.3563 -2.360e-02      -298.610  0.3084 -2.790e-02      -216.870  0.3006 -3.230e-02      -156.640  0.2182 -3.590e-02      -105.150 0.08400 -3.850e-02      -107.090  0.1384 -4.030e-02      -113.320  0.2819 -4.550e-02
         2650.00      -207.130  0.2927  2.900e-03      -205.900  0.3550 -2.160e-02      -301.140  0.3079 -2.600e-02      -218.620  0.3001 -3.070e-02      -157.440  0.2178 -3.470e-02      -105.630 0.08390 -3.790e-02      -107.630  0.1381 -3.970e-02      -114.620  0.2812 -4.400e-02
         2660.00      -267.850  0.2866  8.570e-03      -214.890  0.3536 -1.950e-02      -303.780  0.3074 -2.410e-02      -220.510  0.2995 -2.910e-02      -158.350  0.2175 -3.350e-02      -106.190 0.08370 -3.700e-02      -108.120  0.1378 -3.900e-02      -115.710  0.2807 -4.260e-02
         2670.00      -310.300  0.2828 -1.090e-02      -226.580  0.3518 -1.670e-02      -306.620  0.3069 -2.220e-02      -222.530  0.2989 -2.750e-02      -159.360  0.2171 -3.220e-02      -106.820 0.08340 -3.610e-02      -108.600  0.1375 -3.820e-02      -116.620  0.2802 -4.150e-02
         2680.00      -452.640  0.2732 -5.160e-03      -243.460  0.3492 -1.350e-02      -309.800  0.3064 -1.990e-02      -224.730  0.2983 -2.580e-02      -160.470  0.2166 -3.090e-02      -107.540 0.08320 -3.510e-02      -109.110  0.1372 -3.740e-02      -117.420  0.2798 -4.060e-02
         2690.00      -419.420  0.2752 -3.460e-02      -266.000  0.3464 -9.630e-03      -313.440  0.3059 -1.740e-02      -227.170  0.2975 -2.380e-02      -161.680  0.2162 -2.940e-02      -108.320 0.08290 -3.400e-02      -109.650  0.1369 -3.660e-02      -118.160  0.2795 -3.970e-02
         2700.00      -623.360  0.2647 -3.250e-02      -299.470  0.3422 -5.060e-03      -317.630  0.3052 -1.450e-02      -229.910  0.2967 -2.170e-02      -163.000  0.2157 -2.790e-02      -109.160 0.08260 -3.280e-02      -110.230  0.1366 -3.560e-02      -118.870  0.2791 -3.880e-02
         2710.00      -287.070  0.2848 -7.270e-02      -337.770  0.3384 -2.530e-03      -322.450  0.3045 -1.130e-02      -233.020  0.2958 -1.930e-02      -164.460  0.2151 -2.630e-02      -110.070 0.08230 -3.150e-02      -110.860  0.1362 -3.450e-02      -119.580  0.2787 -3.790e-02
         2720.00      -267.170  0.2866 -3.270e-02      -362.140  0.3360 -1.870e-03      -327.450  0.3037 -8.820e-03      -236.460  0.2948 -1.700e-02      -166.070  0.2144 -2.450e-02      -111.060 0.08200 -3.020e-02      -111.540  0.1358 -3.340e-02      -120.340  0.2783 -3.700e-02
         2730.00      -270.480  0.2863 -1.760e-02      -379.070  0.3344 -1.460e-03      -332.150  0.3029 -7.160e-03      -240.010  0.2937 -1.500e-02      -167.820  0.2138 -2.260e-02      -112.120 0.08160 -2.870e-02      -112.280  0.1354 -3.220e-02      -121.360  0.2779 -3.640e-02
         2740.00      -280.270  0.2854 -1.060e-02      -392.310  0.3332 -1.400e-03      -336.490  0.3023 -6.020e-03      -243.510  0.2928 -1.330e-02      -169.660  0.2130 -2.090e-02      -113.260 0.08120 -2.720e-02      -113.070  0.1350 -3.090e-02      -122.680  0.2774 -3.570e-02
         2750.00      -290.400  0.2845 -7.450e-03      -398.000  0.3328 -1.700e-03      -340.470  0.3017 -5.250e-03      -246.860  0.2920 -1.210e-02      -171.530  0.2123 -1.930e-02      -114.450 0.08080 -2.560e-02      -113.920  0.1345 -2.950e-02      -124.230  0.2768 -3.490e-02
         2760.00      -292.580  0.2843 -8.840e-03      -398.000  0.3328 -2.110e-03      -344.020  0.3011 -4.830e-03      -250.020  0.2912 -1.100e-02      -173.380  0.2116 -1.780e-02      -115.670 0.08030 -2.400e-02      -114.830  0.1340 -2.810e-02      -125.960  0.2761 -3.390e-02
         2770.00      -32.4400  0.3221 -5.050e-01      -395.040  0.3330 -2.640e-03      -347.160  0.3006 -4.660e-03      -252.930  0.2906 -1.020e-02      -175.180  0.2109 -1.650e-02      -116.880 0.07990 -2.240e-02      -115.790  0.1334 -2.660e-02      -127.860  0.2754 -3.290e-02
         2780.00      -77.3600  0.3121 -6.870e-02      -69.1600  0.3910 -1.560e-01      -331.020  0.3031 -5.070e-02      -254.790  0.2901 -1.340e-02      -176.890  0.2102 -1.530e-02      -118.060 0.07950 -2.090e-02      -116.780  0.1329 -2.500e-02      -129.910  0.2746 -3.180e-02
         2790.00      -106.270  0.3068 -1.080e-02      -81.7500  0.3858 -1.050e-01      -284.180  0.3113 -1.030e-01      -237.970  0.2943 -5.040e-02      -177.520  0.2099 -1.740e-02      -119.170 0.07910 -1.950e-02      -117.790  0.1323 -2.350e-02      -132.080  0.2737 -3.060e-02
         2800.00      -135.010  0.3021  6.830e-03      -103.550  0.3782 -7.180e-02      -274.820  0.3131 -8.410e-02      -218.680  0.3001 -5.990e-02      -173.550  0.2115 -2.790e-02      -119.860 0.07890 -1.890e-02      -118.790  0.1317 -2.200e-02      -134.350  0.2728 -2.940e-02
         2810.00      -59.9300  0.3157 -2.100e-01      -120.380  0.3730 -6.180e-02      -274.870  0.3131 -6.510e-02      -209.430  0.3028 -5.800e-02      -167.120  0.2140 -3.790e-02      -119.020 0.07920 -2.090e-02      -119.720  0.1312 -2.070e-02      -136.680  0.2719 -2.810e-02
         2820.00      -93.4900  0.3090 -3.970e-02      -88.3000  0.3833 -1.020e-01      -268.730  0.3143 -7.890e-02      -205.260  0.3040 -5.980e-02      -161.620  0.2162 -4.360e-02      -116.380 0.08010 -2.540e-02      -120.310  0.1308 -2.020e-02      -139.030  0.2710 -2.690e-02
         2830.00      -121.790  0.3041 -5.640e-03      -98.9800  0.3796 -7.760e-02      -259.440  0.3161 -8.480e-02      -198.090  0.3062 -7.000e-02      -156.880  0.2181 -4.940e-02      -113.010 0.08130 -3.050e-02      -120.130  0.1310 -2.150e-02      -141.290  0.2701 -2.570e-02
         2840.00      -137.410  0.3018 -4.590e-03      -117.930  0.3738 -5.740e-02      -260.510  0.3159 -7.050e-02      -193.830  0.3074 -6.810e-02      -152.450  0.2198 -5.570e-02      -109.690 0.08240 -3.560e-02      -119.020  0.1316 -2.420e-02      -143.580  0.2692 -2.440e-02
         2850.00      -151.730  0.2996 -1.450e-03      -135.760  0.3692 -4.530e-02      -264.560  0.3151 -5.730e-02      -193.000  0.3077 -6.190e-02      -149.000  0.2216 -5.820e-02      -105.970 0.08370 -4.100e-02      -116.680  0.1329 -2.860e-02      -144.980  0.2687 -2.370e-02
         2860.00      -165.970  0.2978  4.020e-04      -151.940  0.3652 -3.700e-02      -269.460  0.3141 -4.800e-02      -194.460  0.3072 -5.550e-02      -147.000  0.2226 -5.720e-02      -102.640 0.08490 -4.550e-02      -113.850  0.1345 -3.370e-02      -145.390  0.2685 -2.350e-02
         2870.00      -175.880  0.2965 -2.000e-03      -166.950  0.3622 -3.110e-02      -274.630  0.3131 -4.090e-02      -197.040  0.3065 -4.970e-02      -146.230  0.2230 -5.450e-02      -100.180 0.08580 -4.830e-02      -110.940  0.1362 -3.870e-02      -144.250  0.2690 -2.410e-02
         2880.00      -184.010  0.2954 -2.520e-03      -180.110  0.3596 -2.690e-02      -279.700  0.3121 -3.560e-02      -200.130  0.3056 -4.460e-02      -146.360  0.2230 -5.110e-02      -98.6800 0.08630 -4.960e-02      -108.330  0.1377 -4.280e-02      -141.090  0.2702 -2.580e-02
         2890.00      -91.0800  0.3095 -1.370e-01      -192.200  0.3572 -2.400e-02      -284.530  0.3112 -3.140e-02      -203.390  0.3046 -4.040e-02      -147.130  0.2226 -4.770e-02      -98.0400 0.08650 -4.970e-02      -106.270  0.1389 -4.570e-02      -135.940  0.2722 -2.860e-02
         2900.00      -96.7800  0.3084 -7.070e-02      -177.980  0.3600 -3.490e-02      -288.620  0.3104 -2.960e-02      -206.640  0.3036 -3.700e-02      -148.320  0.2219 -4.450e-02      -98.0900 0.08650 -4.890e-02      -104.840  0.1397 -4.730e-02      -129.630  0.2747 -3.200e-02
         2910.00      -106.810  0.3067 -4.630e-02      -148.630  0.3660 -4.690e-02      -288.700  0.3104 -3.600e-02      -208.960  0.3029 -3.680e-02      -149.730  0.2212 -4.180e-02      -98.6300 0.08630 -4.760e-02      -104.000  0.1401 -4.790e-02      -123.200  0.2772 -3.540e-02
         2920.00      -106.700  0.3067 -5.320e-02      -138.870  0.3684 -4.930e-02      -285.520  0.3110 -4.370e-02      -209.130  0.3029 -4.000e-02      -150.920  0.2206 -4.080e-02      -99.4900 0.08600 -4.600e-02      -103.670  0.1403 -4.770e-02      -118.190  0.2794 -3.960e-02
         2930.00      -111.410  0.3059 -4.200e-02      -136.330  0.3691 -5.010e-02      -282.760  0.3115 -4.710e-02      -207.970  0.3032 -4.310e-02      -151.520  0.2202 -4.140e-02      -100.380 0.08570 -4.480e-02      -103.720  0.1403 -4.700e-02      -115.450  0.2808 -4.300e-02
         2940.00      -119.180  0.3045 -3.140e-02      -137.070  0.3689 -4.870e-02      -280.910  0.3119 -4.820e-02      -206.630  0.3036 -4.510e-02      -151.610  0.2202 -4.270e-02      -101.050 0.08550 -4.400e-02      -104.030  0.1401 -4.610e-02      -113.990  0.2816 -4.470e-02
         2950.00      -129.150  0.3030 -2.150e-02      -141.200  0.3678 -4.540e-02      -280.150  0.3120 -4.740e-02      -205.590  0.3039 -4.590e-02      -151.400  0.2203 -4.390e-02      -101.420 0.08530 -4.370e-02      -104.430  0.1399 -4.520e-02      -113.330  0.2819 -4.550e-02
         2960.00      -137.940  0.3017 -1.720e-02      -148.220  0.3661 -4.110e-02      -280.580  0.3120 -4.510e-02      -205.130  0.3041 -4.550e-02      -151.120  0.2204 -4.470e-02      -101.520 0.08530 -4.380e-02      -104.800  0.1397 -4.460e-02      -113.180  0.2820 -4.570e-02
         2970.00      -146.370  0.3004 -1.330e-02      -157.010  0.3642 -3.670e-02      -282.090  0.3117 -4.170e-02      -205.390  0.3040 -4.410e-02      -150.930  0.2205 -4.480e-02      -101.450 0.08530 -4.410e-02      -105.050  0.1395 -4.430e-02      -113.320  0.2819 -4.560e-02
         2980.00      -156.250  0.2990 -1.120e-02      -166.010  0.3624 -3.300e-02      -284.320  0.3112 -3.840e-02      -206.310  0.3037 -4.210e-02      -150.970  0.2205 -4.420e-02      -101.350 0.08540 -4.430e-02      -105.190  0.1395 -4.420e-02      -113.570  0.2818 -4.520e-02
         2990.00      -157.430  0.2989 -1.520e-02      -174.870  0.3606 -2.980e-02      -286.930  0.3107 -3.520e-02      -207.710  0.3033 -3.980e-02      -151.280  0.2204 -4.310e-02      -101.330 0.08540 -4.420e-02      -105.230  0.1394 -4.420e-02      -113.840  0.2816 -4.490e-02
         3000.00      -165.600  0.2978 -8.470e-03      -182.910  0.3590 -2.740e-02      -289.770  0.3102 -3.240e-02      -209.460  0.3028 -3.760e-02      -151.840  0.2201 -4.170e-02      -101.470 0.08530 -4.390e-02      -105.250  0.1394 -4.420e-02      -114.040  0.2815 -4.470e-02
         3010.00      -181.570  0.2957 -1.540e-03      -190.530  0.3575 -2.530e-02      -292.650  0.3096 -3.010e-02      -211.410  0.3022 -3.540e-02      -152.630  0.2197 -4.010e-02      -101.800 0.08520 -4.330e-02      -105.310  0.1394 -4.410e-02      -114.180  0.2815 -4.450e-02
         3020.00      -209.600  0.2925  1.070e-03      -199.300  0.3561 -2.290e-02      -295.560  0.3090 -2.790e-02      -213.490  0.3016 -3.340e-02      -153.580  0.2194 -3.840e-02      -102.300 0.08500 -4.240e-02      -105.440  0.1393 -4.380e-02      -114.270  0.2814 -4.440e-02
         3030.00      -84.3300  0.3108 -1.760e-01      -209.530  0.3545 -2.040e-02      -298.600  0.3084 -2.570e-02      -215.680  0.3009 -3.150e-02      -154.680  0.2189 -3.680e-02      -102.960 0.08480 -4.140e-02      -105.690  0.1392 -4.320e-02      -114.380  0.2814 -4.430e-02
         3040.00      -104.260  0.3071 -8.200e-02      -195.680  0.3567 -2.970e-02      -301.520  0.3079 -2.440e-02      -217.990  0.3003 -2.970e-02      -155.890  0.2185 -3.520e-02      -103.740 0.08450 -4.020e-02      -106.050  0.1390 -4.250e-02      -114.550  0.2813 -4.400e-02
         3050.00      -56.5300  0.3165 -2.150e-01      -137.370  0.3688 -7.730e-02      -301.330  0.3079 -2.980e-02      -219.780  0.2997 -2.980e-02      -157.160  0.2179 -3.370e-02      -104.620 0.08420 -3.890e-02      -106.530  0.1387 -4.160e-02      -114.820  0.2811 -4.370e-02
         3060.00      -105.120  0.3070 -5.610e-02      -88.7600  0.3831 -9.470e-02      -281.270  0.3118 -7.710e-02      -216.930  0.3006 -4.310e-02      -158.150  0.2176 -3.350e-02      -105.560 0.08390 -3.760e-02      -107.110  0.1384 -4.060e-02      -115.210  0.2809 -4.320e-02
         3068.00      -61.6700  0.3154 -2.010e-01      -105.400  0.3776 -7.660e-02      -271.350  0.3138 -7.540e-02      -208.530  0.3031 -5.670e-02      -157.570  0.2178 -3.750e-02      -106.230 0.08370 -3.680e-02      -107.630  0.1381 -3.960e-02      -115.620  0.2807 -4.280e-02
         3070.00      -74.2700  0.3127 -1.280e-01      -100.580  0.3791 -8.740e-02      -270.600  0.3139 -7.380e-02      -206.860  0.3036 -5.780e-02      -157.130  0.2180 -3.910e-02      -106.340 0.08360 -3.670e-02      -107.760  0.1380 -3.940e-02      -115.730  0.2807 -4.260e-02
         3080.00      -113.530  0.3055 -2.390e-02      -103.640  0.3781 -7.370e-02      -264.090  0.3152 -7.720e-02      -200.160  0.3056 -6.340e-02      -154.180  0.2191 -4.680e-02      -106.280 0.08360 -3.760e-02      -108.430  0.1376 -3.840e-02      -116.370  0.2804 -4.180e-02
         3090.00      -130.080  0.3029 -8.710e-03      -118.190  0.3737 -5.840e-02      -263.280  0.3153 -6.780e-02      -195.680  0.3069 -6.390e-02      -150.980  0.2205 -5.300e-02      -105.060 0.08410 -4.020e-02      -108.870  0.1374 -3.800e-02      -117.110  0.2800 -4.090e-02
         3100.00      -75.5800  0.3125 -2.010e-01      -133.260  0.3698 -4.770e-02      -265.910  0.3148 -5.740e-02      -194.360  0.3073 -6.000e-02      -148.320  0.2219 -5.580e-02      -103.040 0.08480 -4.370e-02      -108.800  0.1374 -3.870e-02      -117.860  0.2796 -4.000e-02
         3110.00      -33.0300  0.3220 -4.680e-01      -17.9300  0.4228 -7.090e-01      -254.430  0.3171 -1.570e-01      -194.960  0.3071 -5.740e-02      -146.670  0.2228 -5.570e-02      -100.880 0.08550 -4.690e-02      -108.080  0.1378 -4.060e-02      -118.420  0.2793 -3.940e-02
         3120.00      -66.8900  0.3143 -1.010e-01      -42.2400  0.4049 -2.460e-01      -179.020  0.3354 -2.980e-01      -144.190  0.3259 -2.450e-01      -137.530  0.2276 -1.020e-01      -98.8900 0.08620 -5.000e-02      -106.860  0.1385 -4.310e-02      -118.530  0.2793 -3.920e-02
         3130.00      -38.3700  0.3207 -3.640e-01      -19.8200  0.4211 -5.760e-01      -128.170  0.3516 -6.660e-01      -105.620  0.3437 -5.380e-01      -112.930  0.2419 -2.350e-01      -89.6900 0.09060 -8.990e-02      -105.290  0.1394 -4.650e-02      -118.050  0.2795 -3.980e-02
         3140.00      -60.6300  0.3156 -1.350e-01      -39.7600  0.4064 -2.670e-01      -153.360  0.3429 -3.200e-01      -102.740  0.3451 -3.820e-01      -86.7000  0.2620 -4.240e-01      -65.7400  0.1068 -3.350e-01      -93.4700  0.1468 -9.750e-02      -116.900  0.2801 -4.120e-02
         3150.00      -94.7700  0.3088 -2.100e-02      -62.7100  0.3938 -1.420e-01      -175.890  0.3363 -1.960e-01      -115.820  0.3386 -2.560e-01      -91.7600  0.2574 -3.150e-01      -61.8700  0.1101 -3.640e-01      -66.6400  0.1750 -3.600e-01      -104.220  0.2865 -5.660e-02
         3160.00      -121.030  0.3042  2.090e-03      -86.9700  0.3838 -8.710e-02      -196.920  0.3304 -1.260e-01      -130.290  0.3320 -1.780e-01      -99.1800  0.2515 -2.360e-01      -66.4000  0.1062 -2.870e-01      -66.9400  0.1746 -3.240e-01      -54.0600  0.3225 -2.770e-01
         3170.00      -150.130  0.2999  1.440e-02      -109.520  0.3763 -6.050e-02      -214.210  0.3262 -9.010e-02      -142.940  0.3265 -1.310e-01      -107.170  0.2459 -1.770e-01      -70.7900  0.1025 -2.180e-01      -70.5200  0.1697 -2.540e-01      -52.1200  0.3244 -2.990e-01
         3180.00      -187.410  0.2950  1.790e-02      -131.460  0.3703 -4.420e-02      -228.690  0.3227 -6.830e-02      -154.170  0.3218 -1.020e-01      -113.900  0.2412 -1.380e-01      -74.0700 0.09970 -1.680e-01      -73.9700  0.1650 -1.940e-01      -56.5000  0.3200 -2.490e-01
         3190.00      -216.100  0.2918  1.610e-02      -153.190  0.3649 -3.320e-02      -241.240  0.3197 -5.290e-02      -163.950  0.3182 -8.180e-02      -119.200  0.2375 -1.120e-01      -76.3300 0.09800 -1.390e-01      -76.7500  0.1617 -1.550e-01      -61.5200  0.3153 -2.000e-01
         3200.00      -236.680  0.2895  1.280e-02      -174.540  0.3607 -2.600e-02      -253.360  0.3173 -4.120e-02      -173.310  0.3148 -6.530e-02      -124.560  0.2345 -9.240e-02      -79.9700 0.09600 -1.200e-01      -79.7300  0.1590 -1.380e-01      -67.2600  0.3107 -1.670e-01
         3210.00      -248.370  0.2883  9.910e-03      -193.590  0.3570 -2.100e-02      -262.730  0.3155 -3.470e-02      -181.170  0.3119 -5.550e-02      -129.530  0.2318 -7.870e-02      -83.5500 0.09400 -1.030e-01      -82.4700  0.1566 -1.230e-01      -70.9200  0.3077 -1.470e-01
         3220.00      -259.940  0.2873  8.170e-03      -210.380  0.3543 -1.770e-02      -271.300  0.3138 -2.950e-02      -188.310  0.3093 -4.760e-02      -134.080  0.2294 -6.800e-02      -86.8500 0.09220 -8.880e-02      -85.4100  0.1540 -1.070e-01      -73.7000  0.3054 -1.310e-01
         3230.00      -271.110  0.2863  7.020e-03      -225.130  0.3520 -1.520e-02      -279.010  0.3123 -2.550e-02      -194.780  0.3071 -4.150e-02      -138.120  0.2273 -5.940e-02      -89.6400 0.09060 -7.660e-02      -88.2900  0.1514 -9.240e-02      -76.3700  0.3034 -1.180e-01
         3240.00      -281.970  0.2853  6.210e-03      -238.980  0.3498 -1.330e-02      -285.950  0.3109 -2.230e-02      -200.630  0.3054 -3.650e-02      -141.690  0.2254 -5.220e-02      -91.9400 0.08940 -6.650e-02      -90.8800  0.1491 -7.970e-02      -80.1800  0.3009 -1.080e-01
         3250.00      -292.570  0.2843  5.620e-03      -251.690  0.3482 -1.190e-02      -292.260  0.3097 -1.970e-02      -205.950  0.3038 -3.240e-02      -144.840  0.2238 -4.610e-02      -93.8300 0.08830 -5.810e-02      -93.0900  0.1471 -6.900e-02      -84.6400  0.2980 -9.600e-02
         3260.00      -287.880  0.2848 -3.470e-03      -262.890  0.3468 -1.070e-02      -297.960  0.3086 -1.750e-02      -210.790  0.3024 -2.900e-02      -147.620  0.2223 -4.110e-02      -95.3700 0.08750 -5.130e-02      -94.8800  0.1455 -6.020e-02      -89.2500  0.2950 -8.380e-02
         3270.00      -265.850  0.2868 -9.000e-03      -273.030  0.3455 -9.670e-03      -303.140  0.3075 -1.570e-02      -215.240  0.3011 -2.610e-02      -150.230  0.2209 -3.710e-02      -96.8100 0.08700 -4.840e-02      -96.5400  0.1444 -5.460e-02      -93.6200  0.2922 -7.210e-02
         3280.00      -254.470  0.2878 -8.960e-03      -282.150  0.3444 -8.900e-03      -307.890  0.3067 -1.430e-02      -219.370  0.2998 -2.380e-02      -152.810  0.2197 -3.400e-02      -98.7100 0.08630 -4.560e-02      -98.1400  0.1435 -5.210e-02      -97.5700  0.2899 -6.470e-02
         3290.00      -245.460  0.2886 -1.080e-02      -289.320  0.3435 -8.500e-03      -312.270  0.3060 -1.320e-02      -223.240  0.2987 -2.190e-02      -155.350  0.2187 -3.140e-02      -100.760 0.08560 -4.270e-02      -99.7800  0.1425 -4.970e-02      -100.470  0.2884 -6.110e-02
