 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 



                                   Node(51)                         Node(101)                         Node(151)                         Node(201)                         Node(251)                         Node(301)                         Node(351)                         Node(401)

         time           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux
         5880.00      -240.900  0.2890 -8.030e-03      -312.430  0.3408 -7.560e-03      -329.120  0.3034 -1.000e-02      -238.440  0.2942 -1.580e-02      -165.980  0.2145 -2.300e-02      -109.680 0.08240 -3.130e-02      -107.800  0.1380 -3.780e-02      -111.270  0.2830 -4.800e-02
         5890.00      -247.020  0.2885 -5.240e-03      -311.950  0.3409 -7.780e-03      -331.870  0.3030 -9.870e-03      -241.130  0.2934 -1.510e-02      -167.980  0.2137 -2.160e-02      -111.360 0.08190 -2.920e-02      -109.460  0.1370 -3.540e-02      -113.490  0.2818 -4.530e-02
         5900.00      -255.400  0.2877 -3.220e-03      -311.430  0.3409 -7.930e-03      -334.350  0.3026 -9.810e-03      -243.590  0.2928 -1.450e-02      -169.840  0.2130 -2.040e-02      -112.910 0.08130 -2.730e-02      -111.040  0.1361 -3.310e-02      -115.690  0.2807 -4.270e-02
         5910.00      -264.720  0.2869 -1.890e-03      -311.460  0.3409 -7.980e-03      -336.590  0.3023 -9.760e-03      -245.830  0.2922 -1.400e-02      -171.550  0.2123 -1.940e-02      -114.320 0.08080 -2.560e-02      -112.540  0.1353 -3.090e-02      -117.850  0.2796 -4.000e-02
         5920.00      -275.670  0.2859 -2.350e-04      -312.410  0.3408 -7.910e-03      -338.650  0.3019 -9.690e-03      -247.880  0.2917 -1.360e-02      -173.120  0.2117 -1.850e-02      -115.610 0.08040 -2.400e-02      -113.940  0.1345 -2.890e-02      -119.970  0.2785 -3.750e-02
         5930.00      -292.960  0.2843  2.370e-03      -314.320  0.3406 -7.760e-03      -340.580  0.3016 -9.560e-03      -249.770  0.2913 -1.320e-02      -174.550  0.2111 -1.760e-02      -116.760 0.08000 -2.260e-02      -115.230  0.1337 -2.700e-02      -122.510  0.2775 -3.580e-02
         5940.00      -332.720  0.2811  5.420e-03      -317.100  0.3404 -7.520e-03      -342.420  0.3014 -9.380e-03      -251.520  0.2909 -1.280e-02      -175.850  0.2106 -1.680e-02      -117.800 0.07960 -2.130e-02      -116.430  0.1331 -2.530e-02      -125.450  0.2763 -3.420e-02
         5950.00      -424.730  0.2749  6.210e-03      -320.860  0.3400 -7.180e-03      -344.210  0.3011 -9.140e-03      -253.180  0.2905 -1.240e-02      -177.050  0.2101 -1.610e-02      -118.730 0.07930 -2.010e-02      -117.520  0.1324 -2.380e-02      -128.500  0.2751 -3.260e-02
         5960.00      -520.590  0.2696 -2.620e-03      -326.090  0.3395 -6.670e-03      -345.960  0.3008 -8.840e-03      -254.750  0.2901 -1.200e-02      -178.160  0.2097 -1.550e-02      -119.560 0.07900 -1.910e-02      -118.510  0.1319 -2.240e-02      -131.530  0.2739 -3.090e-02
         5970.00      -274.150  0.2861 -1.720e-01      -334.270  0.3387 -5.760e-03      -347.740  0.3005 -8.430e-03      -256.280  0.2898 -1.150e-02      -179.180  0.2093 -1.490e-02      -120.300 0.07870 -1.820e-02      -119.410  0.1314 -2.110e-02      -134.460  0.2728 -2.930e-02
         5980.00      -303.670  0.2833 -4.100e-02      -350.590  0.3371 -3.870e-03      -349.630  0.3002 -7.820e-03      -257.790  0.2894 -1.100e-02      -180.190  0.2089 -1.430e-02      -120.920 0.07860 -1.770e-02      -120.220  0.1309 -2.000e-02      -137.240  0.2717 -2.780e-02
         5990.00      -171.770  0.2970 -2.540e-01      -378.670  0.3344 -1.580e-03      -351.870  0.2999 -6.780e-03      -259.370  0.2890 -1.040e-02      -181.210  0.2085 -1.390e-02      -121.620 0.07840 -1.740e-02      -121.240  0.1305 -1.950e-02      -139.840  0.2707 -2.640e-02
         6000.00      -157.110  0.2989 -7.000e-02      -411.370  0.3318 -3.650e-04      -354.600  0.2995 -5.400e-03      -261.130  0.2886 -9.590e-03      -182.270  0.2081 -1.330e-02      -122.420 0.07820 -1.700e-02      -122.450  0.1301 -1.920e-02      -142.220  0.2698 -2.520e-02
         6010.00      -127.830  0.3032 -7.610e-02      -429.890  0.3304 -2.400e-04      -357.580  0.2990 -4.170e-03      -263.140  0.2881 -8.690e-03      -183.400  0.2076 -1.280e-02      -123.300 0.07800 -1.670e-02      -123.540  0.1297 -1.880e-02      -144.320  0.2689 -2.400e-02
         6020.00      -34.5300  0.3216 -5.480e-01      -434.130  0.3301 -1.140e-03      -360.440  0.2986 -3.390e-03      -265.300  0.2876 -7.870e-03      -184.620  0.2071 -1.210e-02      -124.230 0.07780 -1.630e-02      -124.550  0.1293 -1.850e-02      -146.170  0.2682 -2.300e-02
         6030.00      -56.8900  0.3164 -1.890e-01      -144.140  0.3672 -1.090e-01      -362.350  0.2983 -4.880e-03      -267.450  0.2871 -7.300e-03      -185.910  0.2066 -1.150e-02      -125.220 0.07760 -1.590e-02      -125.510  0.1290 -1.810e-02      -147.770  0.2676 -2.220e-02
         6040.00      -63.5600  0.3150 -1.570e-01      -71.7400  0.3898 -1.430e-01      -322.290  0.3045 -7.560e-02      -264.390  0.2879 -2.060e-02      -187.180  0.2061 -1.120e-02      -126.260 0.07740 -1.550e-02      -126.420  0.1286 -1.770e-02      -149.180  0.2670 -2.140e-02
         6050.00      -41.3800  0.3200 -3.030e-01      -20.6000  0.4205 -5.820e-01      -236.080  0.3210 -3.450e-01      -239.710  0.2938 -7.100e-02      -186.570  0.2064 -1.550e-02      -127.310 0.07710 -1.510e-02      -127.320  0.1283 -1.730e-02      -150.440  0.2665 -2.070e-02
         6060.00      -83.7200  0.3109 -3.470e-02      -50.7300  0.3999 -1.910e-01      -196.440  0.3305 -2.470e-01      -167.190  0.3170 -1.950e-01      -173.050  0.2117 -5.330e-02      -127.840 0.07700 -1.530e-02      -128.200  0.1280 -1.700e-02      -151.570  0.2661 -2.010e-02
         6070.00      -114.460  0.3054  6.640e-04      -78.5100  0.3870 -1.040e-01      -210.750  0.3271 -1.420e-01      -154.450  0.3216 -1.550e-01      -144.170  0.2241 -1.160e-01      -123.560 0.07800 -2.060e-02      -129.040  0.1277 -1.660e-02      -152.810  0.2657 -1.970e-02
         6080.00      -142.210  0.3010  1.250e-02      -103.360  0.3782 -6.770e-02      -224.340  0.3238 -9.600e-02      -157.930  0.3204 -1.200e-01      -130.880  0.2311 -1.200e-01      -106.680 0.08350 -4.920e-02      -129.470  0.1275 -1.680e-02      -154.200  0.2653 -1.940e-02
         6090.00      -172.250  0.2969  1.800e-02      -126.190  0.3716 -4.850e-02      -236.360  0.3209 -7.060e-02      -164.310  0.3181 -9.430e-02      -127.020  0.2332 -1.080e-01      -91.3800 0.08970 -8.210e-02      -126.010  0.1288 -2.240e-02      -155.660  0.2648 -1.910e-02
         6100.00      -216.490  0.2917  2.130e-02      -147.440  0.3663 -3.630e-02      -246.850  0.3186 -5.470e-02      -171.090  0.3156 -7.650e-02      -127.820  0.2328 -9.490e-02      -86.9900 0.09210 -9.500e-02      -110.790  0.1363 -5.060e-02      -156.920  0.2645 -1.880e-02
         6110.00      -264.140  0.2869  2.120e-02      -168.810  0.3618 -2.800e-02      -256.410  0.3167 -4.400e-02      -177.940  0.3131 -6.410e-02      -130.410  0.2314 -8.280e-02      -86.6900 0.09230 -9.300e-02      -96.3500  0.1445 -7.880e-02      -155.750  0.2648 -1.900e-02
         6120.00      -306.330  0.2831  1.750e-02      -191.530  0.3573 -2.160e-02      -267.590  0.3145 -3.270e-02      -185.890  0.3102 -5.240e-02      -134.340  0.2293 -7.070e-02      -88.5100 0.09120 -8.320e-02      -91.6700  0.1484 -8.540e-02      -144.590  0.2688 -2.390e-02
         6130.00      -313.120  0.2826  1.300e-02      -211.350  0.3542 -1.740e-02      -275.230  0.3130 -2.920e-02      -192.400  0.3079 -4.510e-02      -137.680  0.2275 -6.210e-02      -90.0800 0.09040 -7.550e-02      -91.3300  0.1487 -8.280e-02      -119.870  0.2786 -3.760e-02
         6136.00      -318.650  0.2822  1.140e-02      -222.310  0.3525 -1.530e-02      -279.650  0.3121 -2.650e-02      -195.940  0.3068 -4.160e-02      -139.620  0.2265 -5.760e-02      -91.1300 0.08980 -7.060e-02      -91.7200  0.1483 -7.920e-02      -108.910  0.2842 -5.090e-02
         6140.00      -322.510  0.2819  1.060e-02      -229.430  0.3513 -1.420e-02      -282.490  0.3116 -2.480e-02      -198.210  0.3061 -3.950e-02      -140.870  0.2259 -5.480e-02      -91.8200 0.08940 -6.740e-02      -92.1300  0.1480 -7.640e-02      -103.970  0.2867 -5.690e-02
         6150.00      -332.390  0.2812  8.920e-03      -246.100  0.3488 -1.220e-02      -289.220  0.3103 -2.130e-02      -203.620  0.3045 -3.470e-02      -143.850  0.2243 -4.860e-02      -93.4700 0.08850 -5.990e-02      -93.3900  0.1469 -6.890e-02      -96.7300  0.2903 -6.570e-02
         6160.00      -342.220  0.2804  7.690e-03      -260.670  0.3470 -1.050e-02      -295.390  0.3091 -1.840e-02      -208.640  0.3030 -3.060e-02      -146.590  0.2228 -4.320e-02      -94.9400 0.08770 -5.330e-02      -94.7300  0.1457 -6.150e-02      -94.7000  0.2915 -6.920e-02
         6170.00      -351.870  0.2797  6.820e-03      -273.580  0.3454 -9.200e-03      -301.010  0.3080 -1.620e-02      -213.310  0.3016 -2.730e-02      -149.160  0.2215 -3.880e-02      -96.2100 0.08720 -4.950e-02      -96.1400  0.1446 -5.570e-02      -95.8600  0.2908 -6.670e-02
         6180.00      -360.140  0.2791  5.270e-03      -285.550  0.3440 -8.130e-03      -306.170  0.3070 -1.430e-02      -217.680  0.3004 -2.460e-02      -151.740  0.2201 -3.520e-02      -97.9400 0.08660 -4.670e-02      -97.7700  0.1437 -5.290e-02      -98.4100  0.2895 -6.360e-02
         6190.00      -316.060  0.2824 -1.380e-02      -296.320  0.3426 -7.340e-03      -310.960  0.3062 -1.290e-02      -221.790  0.2991 -2.230e-02      -154.310  0.2191 -3.240e-02      -99.9400 0.08590 -4.390e-02      -99.3500  0.1428 -5.060e-02      -100.720  0.2883 -6.080e-02
         6200.00      -272.560  0.2861 -1.760e-02      -306.300  0.3414 -6.730e-03      -315.430  0.3055 -1.180e-02      -225.680  0.2980 -2.040e-02      -156.870  0.2181 -2.990e-02      -102.010 0.08510 -4.110e-02      -101.000  0.1419 -4.810e-02      -102.870  0.2872 -5.820e-02
         6210.00      -254.570  0.2878 -1.440e-02      -314.750  0.3406 -6.310e-03      -319.620  0.3049 -1.080e-02      -229.360  0.2969 -1.880e-02      -159.370  0.2171 -2.780e-02      -104.080 0.08440 -3.840e-02      -102.710  0.1409 -4.550e-02      -104.990  0.2861 -5.570e-02
         6220.00      -249.310  0.2883 -1.150e-02      -320.420  0.3400 -6.200e-03      -323.520  0.3043 -1.000e-02      -232.850  0.2958 -1.740e-02      -161.780  0.2161 -2.590e-02      -106.100 0.08370 -3.580e-02      -104.460  0.1399 -4.280e-02      -107.110  0.2851 -5.310e-02
         6230.00      -248.810  0.2883 -9.490e-03      -323.120  0.3398 -6.340e-03      -327.100  0.3037 -9.520e-03      -236.120  0.2949 -1.630e-02      -164.090  0.2152 -2.420e-02      -108.030 0.08300 -3.330e-02      -106.200  0.1389 -4.020e-02      -109.260  0.2840 -5.050e-02
         6240.00      -251.780  0.2880 -7.140e-03      -323.680  0.3397 -6.580e-03      -330.340  0.3032 -9.200e-03      -239.170  0.2940 -1.530e-02      -166.280  0.2144 -2.260e-02      -109.850 0.08240 -3.110e-02      -107.920  0.1379 -3.760e-02      -111.450  0.2829 -4.780e-02
         6250.00      -258.340  0.2874 -4.860e-03      -323.190  0.3398 -6.820e-03      -333.250  0.3028 -9.040e-03      -241.980  0.2931 -1.450e-02      -168.330  0.2136 -2.120e-02      -111.550 0.08180 -2.890e-02      -109.580  0.1370 -3.520e-02      -113.650  0.2817 -4.510e-02
         6260.00      -266.730  0.2867 -3.190e-03      -322.590  0.3398 -6.990e-03      -335.850  0.3024 -8.960e-03      -244.550  0.2925 -1.390e-02      -170.240  0.2128 -2.000e-02      -113.120 0.08120 -2.700e-02      -111.180  0.1361 -3.290e-02      -115.850  0.2806 -4.250e-02
         6270.00      -275.890  0.2858 -1.850e-03      -322.470  0.3398 -7.070e-03      -338.210  0.3020 -8.910e-03      -246.890  0.2920 -1.340e-02      -172.000  0.2121 -1.890e-02      -114.560 0.08070 -2.520e-02      -112.690  0.1352 -3.070e-02      -118.020  0.2795 -3.980e-02
         6280.00      -286.030  0.2849 -3.820e-04      -323.110  0.3398 -7.050e-03      -340.360  0.3017 -8.850e-03      -249.030  0.2915 -1.290e-02      -173.610  0.2115 -1.790e-02      -115.870 0.08030 -2.360e-02      -114.110  0.1344 -2.860e-02      -120.140  0.2784 -3.730e-02
         6290.00      -299.240  0.2837  1.520e-03      -324.580  0.3396 -6.950e-03      -342.370  0.3014 -8.750e-03      -251.000  0.2910 -1.250e-02      -175.090  0.2109 -1.710e-02      -117.060 0.07990 -2.220e-02      -115.420  0.1336 -2.670e-02      -122.770  0.2774 -3.560e-02
         6300.00      -321.250  0.2820  3.730e-03      -326.800  0.3394 -6.790e-03      -344.270  0.3011 -8.600e-03      -252.830  0.2906 -1.210e-02      -176.440  0.2104 -1.630e-02      -118.120 0.07950 -2.080e-02      -116.640  0.1329 -2.500e-02      -125.760  0.2762 -3.400e-02
         6310.00      -377.490  0.2778  6.040e-03      -329.770  0.3391 -6.550e-03      -346.090  0.3008 -8.410e-03      -254.540  0.2902 -1.170e-02      -177.680  0.2099 -1.560e-02      -119.070 0.07910 -1.970e-02      -117.750  0.1323 -2.340e-02      -128.860  0.2750 -3.240e-02
         6320.00      -566.880  0.2673  6.640e-03      -333.620  0.3388 -6.240e-03      -347.850  0.3005 -8.170e-03      -256.150  0.2898 -1.130e-02      -178.820  0.2094 -1.490e-02      -119.930 0.07880 -1.860e-02      -118.760  0.1317 -2.200e-02      -131.930  0.2738 -3.070e-02
         6330.00      -1016.71  0.2521  4.530e-03      -339.440  0.3382 -5.640e-03      -349.580  0.3002 -7.880e-03      -257.690  0.2894 -1.090e-02      -179.890  0.2090 -1.430e-02      -120.630 0.07860 -1.790e-02      -119.680  0.1312 -2.070e-02      -134.910  0.2726 -2.910e-02
         6340.00      -1778.12  0.2383  2.610e-03      -350.580  0.3371 -4.410e-03      -351.350  0.3000 -7.450e-03      -259.190  0.2891 -1.050e-02      -180.960  0.2086 -1.380e-02      -121.340 0.07850 -1.750e-02      -120.530  0.1307 -1.950e-02      -137.730  0.2715 -2.760e-02
         6350.00      -3576.82  0.2220  1.360e-03      -371.590  0.3351 -2.260e-03      -353.310  0.2997 -6.750e-03      -260.710  0.2887 -1.000e-02      -182.020  0.2082 -1.340e-02      -122.130 0.07830 -1.710e-02      -121.710  0.1303 -1.930e-02      -140.360  0.2705 -2.620e-02
         6360.00      -156.670  0.2990 -1.180e-01      -405.460  0.3322 -3.130e-04      -355.670  0.2993 -5.640e-03      -262.330  0.2883 -9.400e-03      -183.110  0.2077 -1.290e-02      -123.010 0.07810 -1.670e-02      -122.890  0.1299 -1.900e-02      -142.740  0.2695 -2.490e-02
         6370.00      -187.390  0.2950 -5.180e-02      -432.560  0.3302  2.170e-04      -358.490  0.2989 -4.320e-03      -264.180  0.2879 -8.600e-03      -184.230  0.2073 -1.240e-02      -123.940 0.07790 -1.640e-02      -123.980  0.1295 -1.860e-02      -144.830  0.2687 -2.380e-02
         6380.00      -178.920  0.2961 -4.230e-02      -449.710  0.3289  4.380e-04      -361.410  0.2984 -3.310e-03      -266.240  0.2874 -7.770e-03      -185.430  0.2068 -1.190e-02      -124.910 0.07770 -1.600e-02      -125.000  0.1291 -1.830e-02      -146.650  0.2680 -2.280e-02
         6390.00      -89.9700  0.3097 -1.410e-01      -459.360  0.3282  2.790e-04      -364.220  0.2980 -2.610e-03      -268.410  0.2869 -7.040e-03      -186.690  0.2063 -1.130e-02      -125.910 0.07750 -1.560e-02      -125.970  0.1288 -1.790e-02      -148.240  0.2674 -2.190e-02
         6400.00      -64.3000  0.3148 -2.690e-01      -448.520  0.3290 -1.990e-03      -366.830  0.2976 -2.210e-03      -270.590  0.2864 -6.430e-03      -188.030  0.2058 -1.070e-02      -126.950 0.07720 -1.520e-02      -126.910  0.1285 -1.750e-02      -149.630  0.2668 -2.120e-02
         6410.00      -47.3900  0.3185 -4.470e-01      -295.510  0.3427 -2.860e-02      -368.750  0.2973 -2.880e-03      -272.680  0.2859 -6.060e-03      -189.400  0.2053 -1.010e-02      -128.040 0.07700 -1.480e-02      -127.820  0.1281 -1.710e-02      -150.880  0.2664 -2.050e-02
         6420.00      -63.5400  0.3150 -1.380e-01      -79.5200  0.3866 -1.520e-01      -358.170  0.2989 -2.830e-02      -273.720  0.2857 -8.260e-03      -190.770  0.2047 -9.690e-03      -129.160 0.07670 -1.430e-02      -128.710  0.1278 -1.670e-02      -152.040  0.2659 -1.990e-02
         6430.00      -75.8000  0.3124 -9.290e-02      -69.7000  0.3907 -1.390e-01      -297.990  0.3086 -1.110e-01      -259.430  0.2890 -3.830e-02      -191.600  0.2044 -1.070e-02      -130.300 0.07650 -1.390e-02      -129.600  0.1275 -1.630e-02      -153.420  0.2655 -1.960e-02
         6440.00      -42.0800  0.3198 -3.780e-01      -73.0100  0.3892 -1.380e-01      -274.260  0.3132 -1.130e-01      -232.290  0.2960 -6.560e-02      -188.420  0.2056 -1.950e-02      -131.320 0.07620 -1.360e-02      -130.490  0.1272 -1.590e-02      -154.900  0.2651 -1.920e-02
         6450.00      -76.5800  0.3122 -6.560e-02      -55.0600  0.3977 -1.820e-01      -239.580  0.3201 -1.740e-01      -206.670  0.3036 -9.420e-02      -180.010  0.2090 -3.390e-02      -131.360 0.07620 -1.420e-02      -131.380  0.1268 -1.550e-02      -156.460  0.2646 -1.890e-02
         6460.00      -110.690  0.3060 -1.710e-03      -76.9300  0.3876 -1.100e-01      -233.350  0.3216 -1.350e-01      -184.200  0.3108 -1.140e-01      -165.870  0.2145 -5.760e-02      -128.960 0.07680 -1.650e-02      -132.210  0.1266 -1.510e-02      -158.040  0.2641 -1.850e-02
         6470.00      -142.610  0.3010  8.070e-03      -101.700  0.3787 -7.040e-02      -239.540  0.3201 -9.410e-02      -177.200  0.3134 -9.770e-02      -151.750  0.2201 -7.640e-02      -121.900 0.07830 -2.270e-02      -132.760  0.1264 -1.510e-02      -159.650  0.2636 -1.810e-02
         6480.00      -82.6200  0.3111 -1.040e-01      -120.450  0.3730 -5.740e-02      -247.600  0.3184 -6.980e-02      -178.010  0.3131 -8.200e-02      -144.380  0.2240 -7.890e-02      -110.650 0.08210 -3.870e-02      -132.480  0.1265 -1.590e-02      -161.260  0.2632 -1.770e-02
         6490.00      -97.4000  0.3083 -5.570e-02      -111.170  0.3758 -6.970e-02      -252.450  0.3175 -6.660e-02      -181.410  0.3118 -7.250e-02      -140.870  0.2259 -7.420e-02      -102.550 0.08490 -4.990e-02      -129.740  0.1274 -1.950e-02      -163.100  0.2626 -1.730e-02
         6500.00      -107.450  0.3066 -3.490e-02      -111.820  0.3756 -6.620e-02      -253.000  0.3174 -6.880e-02      -182.820  0.3113 -7.080e-02      -139.090  0.2268 -7.050e-02      -96.9700 0.08690 -5.660e-02      -120.330  0.1308 -2.960e-02      -164.350  0.2622 -1.700e-02
         6510.00      -122.540  0.3040 -1.750e-02      -119.460  0.3733 -5.800e-02      -254.600  0.3170 -6.520e-02      -183.520  0.3111 -6.870e-02      -138.200  0.2273 -6.940e-02      -93.3500 0.08860 -6.410e-02      -111.540  0.1358 -4.310e-02      -164.410  0.2622 -1.700e-02
         6520.00      -136.900  0.3018 -9.710e-03      -131.060  0.3704 -4.900e-02      -257.910  0.3164 -5.830e-02      -184.890  0.3106 -6.470e-02      -138.010  0.2274 -6.810e-02      -92.3700 0.08910 -6.700e-02      -105.380  0.1394 -5.280e-02      -160.850  0.2633 -1.780e-02
         6530.00      -151.620  0.2996 -3.500e-03      -143.470  0.3673 -4.140e-02      -262.340  0.3155 -5.120e-02      -187.220  0.3097 -5.960e-02      -138.450  0.2271 -6.570e-02      -92.1600 0.08930 -6.740e-02      -100.410  0.1422 -6.040e-02      -150.320  0.2666 -2.080e-02
         6540.00      -115.910  0.3051 -1.030e-01      -157.200  0.3641 -3.500e-02      -267.310  0.3146 -4.480e-02      -190.240  0.3086 -5.440e-02      -139.430  0.2266 -6.240e-02      -92.3500 0.08910 -6.610e-02      -97.0700  0.1441 -6.410e-02      -135.620  0.2723 -2.870e-02
         6550.00      -102.620  0.3074 -6.610e-02      -161.620  0.3633 -3.650e-02      -272.370  0.3136 -3.990e-02      -193.700  0.3075 -4.940e-02      -140.800  0.2259 -5.840e-02      -92.8300 0.08890 -6.370e-02      -95.3400  0.1451 -6.480e-02      -120.210  0.2784 -3.720e-02
         6560.00      -112.170  0.3057 -4.070e-02      -149.180  0.3659 -4.390e-02      -275.320  0.3130 -4.080e-02      -196.890  0.3065 -4.660e-02      -142.390  0.2251 -5.440e-02      -93.5100 0.08850 -6.040e-02      -94.9600  0.1455 -6.350e-02      -111.070  0.2831 -4.830e-02
         6570.00      -122.860  0.3040 -2.780e-02      -143.640  0.3672 -4.520e-02      -275.810  0.3129 -4.430e-02      -198.840  0.3059 -4.660e-02      -143.850  0.2243 -5.150e-02      -94.2700 0.08810 -5.680e-02      -95.2700  0.1452 -6.080e-02      -106.260  0.2855 -5.410e-02
         6580.00      -131.700  0.3026 -2.160e-02      -146.200  0.3666 -4.260e-02      -276.240  0.3128 -4.490e-02      -199.820  0.3057 -4.690e-02      -144.920  0.2237 -4.980e-02      -94.9500 0.08770 -5.380e-02      -96.1600  0.1446 -5.810e-02      -103.890  0.2867 -5.700e-02
         6590.00      -135.930  0.3020 -2.320e-02      -152.610  0.3650 -3.890e-02      -277.580  0.3125 -4.310e-02      -200.700  0.3054 -4.610e-02      -145.650  0.2233 -4.880e-02      -95.4400 0.08740 -5.160e-02      -97.3100  0.1440 -5.550e-02      -103.070  0.2871 -5.800e-02
         6600.00      -139.840  0.3014 -2.100e-02      -159.840  0.3636 -3.570e-02      -279.710  0.3121 -4.030e-02      -201.900  0.3050 -4.440e-02      -146.310  0.2230 -4.780e-02      -95.9100 0.08730 -5.090e-02      -98.3800  0.1433 -5.370e-02      -103.210  0.2870 -5.780e-02
         6610.00      -146.680  0.3004 -1.660e-02      -166.190  0.3623 -3.330e-02      -282.160  0.3117 -3.770e-02      -203.440  0.3046 -4.240e-02      -147.060  0.2226 -4.650e-02      -96.5000 0.08710 -5.010e-02      -99.2100  0.1429 -5.260e-02      -103.900  0.2867 -5.700e-02
         6620.00      -156.120  0.2990 -1.120e-02      -172.470  0.3611 -3.090e-02      -284.710  0.3112 -3.550e-02      -205.190  0.3041 -4.040e-02      -147.970  0.2221 -4.500e-02      -97.1600 0.08680 -4.920e-02      -99.9000  0.1425 -5.160e-02      -104.780  0.2863 -5.590e-02
         6630.00      -166.360  0.2977 -7.430e-03      -179.420  0.3597 -2.850e-02      -287.360  0.3106 -3.330e-02      -207.070  0.3035 -3.840e-02      -148.990  0.2216 -4.340e-02      -97.9100 0.08660 -4.810e-02      -100.540  0.1421 -5.070e-02      -105.700  0.2858 -5.480e-02
         6640.00      -175.770  0.2965 -5.470e-03      -187.480  0.3581 -2.600e-02      -290.160  0.3101 -3.100e-02      -209.070  0.3029 -3.640e-02      -150.110  0.2210 -4.170e-02      -98.7400 0.08630 -4.690e-02      -101.190  0.1417 -4.970e-02      -106.600  0.2853 -5.370e-02
         6650.00      -184.700  0.2953 -4.090e-03      -196.410  0.3565 -2.360e-02      -293.150  0.3095 -2.870e-02      -211.200  0.3023 -3.440e-02      -151.310  0.2203 -4.000e-02      -99.6500 0.08600 -4.550e-02      -101.870  0.1414 -4.860e-02      -107.470  0.2849 -5.260e-02
         6660.00      -200.190  0.2935  1.210e-03      -205.310  0.3551 -2.140e-02      -296.250  0.3089 -2.650e-02      -213.470  0.3016 -3.250e-02      -152.610  0.2197 -3.820e-02      -100.640 0.08560 -4.410e-02      -102.590  0.1409 -4.740e-02      -108.340  0.2844 -5.160e-02
         6670.00      -236.590  0.2895  8.140e-03      -214.190  0.3537 -1.950e-02      -299.410  0.3083 -2.440e-02      -215.850  0.3009 -3.060e-02      -153.980  0.2192 -3.650e-02      -101.690 0.08520 -4.260e-02      -103.350  0.1405 -4.610e-02      -109.230  0.2840 -5.050e-02
         6680.00      -293.650  0.2842  9.240e-03      -224.180  0.3522 -1.730e-02      -302.610  0.3076 -2.250e-02      -218.310  0.3002 -2.880e-02      -155.420  0.2186 -3.480e-02      -102.800 0.08490 -4.110e-02      -104.170  0.1400 -4.480e-02      -110.150  0.2835 -4.940e-02
         6690.00      -337.200  0.2808 -1.350e-02      -237.290  0.3501 -1.470e-02      -305.950  0.3070 -2.050e-02      -220.850  0.2994 -2.700e-02      -156.910  0.2180 -3.320e-02      -103.940 0.08450 -3.950e-02      -105.040  0.1396 -4.340e-02      -111.120  0.2830 -4.820e-02
         6700.00      -193.130  0.2943 -2.090e-01      -254.060  0.3479 -1.190e-02      -309.540  0.3065 -1.830e-02      -223.500  0.2986 -2.510e-02      -158.460  0.2174 -3.150e-02      -105.120 0.08400 -3.790e-02      -105.940  0.1390 -4.190e-02      -112.150  0.2825 -4.700e-02
         6710.00      -201.330  0.2934 -5.160e-02      -276.730  0.3451 -8.240e-03      -313.440  0.3059 -1.600e-02      -226.320  0.2978 -2.320e-02      -160.060  0.2168 -2.980e-02      -106.320 0.08360 -3.630e-02      -106.890  0.1385 -4.040e-02      -113.230  0.2820 -4.570e-02
         6720.00      -89.8700  0.3097 -2.370e-01      -308.310  0.3412 -4.780e-03      -317.790  0.3052 -1.340e-02      -229.350  0.2969 -2.110e-02      -161.720  0.2162 -2.810e-02      -107.540 0.08320 -3.460e-02      -107.860  0.1379 -3.880e-02      -114.370  0.2814 -4.430e-02
         6730.00      -162.490  0.2982 -4.040e-02      -342.140  0.3379 -2.780e-03      -322.610  0.3044 -1.060e-02      -232.650  0.2959 -1.880e-02      -163.460  0.2155 -2.640e-02      -108.770 0.08280 -3.300e-02      -108.850  0.1374 -3.720e-02      -115.550  0.2808 -4.280e-02
         6740.00      -175.400  0.2965 -2.290e-02      -346.110  0.3375 -4.870e-03      -327.430  0.3037 -8.620e-03      -236.190  0.2949 -1.670e-02      -165.310  0.2147 -2.450e-02      -110.030 0.08230 -3.130e-02      -109.870  0.1368 -3.560e-02      -116.780  0.2802 -4.130e-02
         6750.00      -47.8700  0.3184 -3.860e-01      -328.710  0.3392 -7.640e-03      -331.400  0.3031 -8.160e-03      -239.670  0.2938 -1.510e-02      -167.230  0.2140 -2.270e-02      -111.330 0.08190 -2.960e-02      -110.900  0.1362 -3.400e-02      -118.040  0.2795 -3.980e-02
         6760.00      -81.5400  0.3113 -7.970e-02      -214.330  0.3537 -4.430e-02      -333.880  0.3027 -9.750e-03      -242.730  0.2930 -1.430e-02      -169.150  0.2132 -2.110e-02      -112.640 0.08140 -2.780e-02      -111.950  0.1356 -3.230e-02      -119.340  0.2789 -3.820e-02
         6770.00      -105.460  0.3069 -3.290e-02      -128.010  0.3711 -6.500e-02      -324.690  0.3041 -3.110e-02      -243.810  0.2927 -1.840e-02      -170.940  0.2125 -1.990e-02      -113.960 0.08090 -2.610e-02      -113.030  0.1350 -3.070e-02      -120.720  0.2782 -3.670e-02
