

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  6395.00000 -0.104419E+04  0.804730E+03 -0.109275E+04  0.804520E+03 -0.270533E+03    -83.308    -88.115   -148.956    6395
  6396.00000 -0.104584E+04  0.804735E+03 -0.109440E+04  0.804525E+03 -0.270555E+03    -61.178    -63.907   -149.095    6396
  6397.00000 -0.104673E+04  0.804753E+03 -0.109529E+04  0.804543E+03 -0.270576E+03    -68.888    -65.636   -149.232    6397
  6398.00000 -0.104700E+04  0.804760E+03 -0.109555E+04  0.804550E+03 -0.270597E+03    -82.399    -72.992   -149.368    6398
  6399.00000 -0.104693E+04  0.804769E+03 -0.109548E+04  0.804559E+03 -0.270619E+03    -97.780    -82.475   -149.502    6399
  6400.00000 -0.104669E+04  0.804805E+03 -0.109525E+04  0.804595E+03 -0.270640E+03   -114.621    -91.993   -149.635    6400
  6401.00000 -0.104646E+04  0.804841E+03 -0.109502E+04  0.804631E+03 -0.270661E+03   -126.112    -99.470   -149.766    6401
  6402.00000 -0.104620E+04  0.804891E+03 -0.109476E+04  0.804682E+03 -0.270682E+03   -141.078   -109.065   -149.895    6402
  6403.00000 -0.104594E+04  0.804950E+03 -0.109450E+04  0.804740E+03 -0.270703E+03   -155.398   -117.068   -150.023    6403
  6404.00000 -0.104570E+04  0.805014E+03 -0.109425E+04  0.804804E+03 -0.270724E+03   -168.571   -124.537   -150.150    6404
  6405.00000 -0.104554E+04  0.805076E+03 -0.109409E+04  0.804866E+03 -0.270745E+03   -169.308   -130.159   -150.275    6405
  6406.00000 -0.104843E+04  0.805111E+03 -0.109699E+04  0.804901E+03 -0.270766E+03    -50.090    -58.780   -150.399    6406
  6407.00000 -0.104833E+04  0.805150E+03 -0.109688E+04  0.804940E+03 -0.270786E+03    -96.405    -77.976   -150.522    6407
  6408.00000 -0.104896E+04  0.805197E+03 -0.109752E+04  0.804987E+03 -0.270807E+03    -78.482    -71.014   -150.644    6408
  6409.00000 -0.105150E+04  0.805235E+03 -0.110005E+04  0.805026E+03 -0.270828E+03    -46.846    -45.229   -150.764    6409
  6410.00000 -0.105141E+04  0.805285E+03 -0.109997E+04  0.805075E+03 -0.270848E+03    -82.084    -59.854   -150.883    6410
  6411.00000 -0.105128E+04  0.805372E+03 -0.109984E+04  0.805162E+03 -0.270869E+03    -94.803    -68.222   -151.001    6411
  6412.00000 -0.105114E+04  0.805524E+03 -0.109970E+04  0.805314E+03 -0.270889E+03   -105.484    -75.310   -151.118    6412
  6413.00000 -0.105091E+04  0.805731E+03 -0.109947E+04  0.805521E+03 -0.270909E+03   -122.046    -84.052   -151.234    6413
  6414.00000 -0.105125E+04  0.805879E+03 -0.109981E+04  0.805669E+03 -0.270930E+03    -96.637    -80.059   -151.348    6414
  6415.00000 -0.105117E+04  0.805982E+03 -0.109972E+04  0.805772E+03 -0.270950E+03   -116.756    -85.503   -151.462    6415
  6416.00000 -0.105183E+04  0.806083E+03 -0.110039E+04  0.805873E+03 -0.270970E+03    -85.463    -76.125   -151.575    6416
  6417.00000 -0.105168E+04  0.806310E+03 -0.110024E+04  0.806101E+03 -0.270990E+03   -119.818    -83.845   -151.686    6417
  6418.00000 -0.105152E+04  0.806591E+03 -0.110008E+04  0.806382E+03 -0.271010E+03   -138.209    -92.796   -151.797    6418
  6419.00000 -0.105136E+04  0.806899E+03 -0.109991E+04  0.806689E+03 -0.271030E+03   -155.830   -102.204   -151.910    6419
  6420.00000 -0.105231E+04  0.807007E+03 -0.110087E+04  0.806798E+03 -0.271050E+03    -84.974    -85.289   -152.039    6420
  6421.00000 -0.105250E+04  0.807115E+03 -0.110106E+04  0.806905E+03 -0.271070E+03   -105.260    -84.933   -152.177    6421
  6422.00000 -0.105245E+04  0.807253E+03 -0.110100E+04  0.807043E+03 -0.271090E+03   -124.685    -89.635   -152.311    6422
  6423.00000 -0.105278E+04  0.807395E+03 -0.110134E+04  0.807185E+03 -0.271109E+03   -105.862    -87.319   -152.446    6423
  6424.00000 -0.105322E+04  0.807529E+03 -0.110178E+04  0.807319E+03 -0.271129E+03    -97.002    -83.473   -152.582    6424
  6425.00000 -0.105328E+04  0.807702E+03 -0.110184E+04  0.807492E+03 -0.271149E+03   -116.080    -86.686   -152.721    6425
  6426.00000 -0.105321E+04  0.807927E+03 -0.110177E+04  0.807717E+03 -0.271169E+03   -133.770    -92.510   -152.860    6426
  6427.00000 -0.105365E+04  0.808060E+03 -0.110221E+04  0.807850E+03 -0.271188E+03   -103.675    -88.744   -153.000    6427
  6428.00000 -0.105362E+04  0.808192E+03 -0.110218E+04  0.807982E+03 -0.271208E+03   -127.378    -92.318   -153.141    6428
  6429.00000 -0.105374E+04  0.808349E+03 -0.110230E+04  0.808139E+03 -0.271228E+03   -123.402    -94.229   -153.283    6429
  6430.00000 -0.105562E+04  0.808634E+03 -0.110418E+04  0.808424E+03 -0.271247E+03    -62.587    -73.408   -153.425    6430
  6431.00000 -0.105616E+04  0.808843E+03 -0.110472E+04  0.808633E+03 -0.271267E+03    -82.641    -70.078   -153.568    6431
  6432.00000 -0.105631E+04  0.809127E+03 -0.110487E+04  0.808917E+03 -0.271286E+03    -99.811    -73.333   -153.712    6432
  6433.00000 -0.105622E+04  0.809527E+03 -0.110477E+04  0.809317E+03 -0.271306E+03   -123.275    -81.401   -153.857    6433
  6434.00000 -0.105658E+04  0.809819E+03 -0.110513E+04  0.809609E+03 -0.271325E+03   -103.595    -82.094   -154.003    6434
  6435.00000 -0.105675E+04  0.809952E+03 -0.110531E+04  0.809742E+03 -0.271344E+03   -109.502    -83.228   -154.149    6435
  6436.00000 -0.105827E+04  0.810065E+03 -0.110683E+04  0.809856E+03 -0.271364E+03    -65.621    -67.716   -154.297    6436
  6437.00000 -0.106149E+04  0.810173E+03 -0.111005E+04  0.809963E+03 -0.271383E+03    -42.402    -40.829   -154.446    6437
  6438.00000 -0.106153E+04  0.810462E+03 -0.111008E+04  0.810252E+03 -0.271402E+03    -79.813    -46.278   -154.595    6438
  6439.00000 -0.106145E+04  0.810816E+03 -0.111000E+04  0.810606E+03 -0.271422E+03    -94.951    -54.490   -154.746    6439
  6440.00000 -0.106136E+04  0.811200E+03 -0.110992E+04  0.810990E+03 -0.271441E+03   -106.699    -62.709   -154.897    6440
  6441.00000 -0.106157E+04  0.811332E+03 -0.111013E+04  0.811122E+03 -0.271460E+03    -96.600    -64.235   -155.049    6441
  6442.00000 -0.106149E+04  0.811717E+03 -0.111004E+04  0.811507E+03 -0.271479E+03   -116.334    -71.580   -155.203    6442
  6443.00000 -0.106140E+04  0.812125E+03 -0.110995E+04  0.811915E+03 -0.271499E+03   -129.959    -79.901   -155.357    6443
  6444.00000 -0.106130E+04  0.812559E+03 -0.110986E+04  0.812349E+03 -0.271518E+03   -144.505    -88.267   -155.512    6444
  6445.00000 -0.106235E+04  0.812947E+03 -0.111091E+04  0.812737E+03 -0.271537E+03    -83.061    -80.512   -155.668    6445
  6446.00000 -0.106227E+04  0.813335E+03 -0.111082E+04  0.813125E+03 -0.271556E+03   -127.695    -87.755   -155.824    6446
  6447.00000 -0.106222E+04  0.813545E+03 -0.111078E+04  0.813335E+03 -0.271575E+03   -140.064    -93.975   -155.982    6447
  6448.00000 -0.106226E+04  0.813809E+03 -0.111082E+04  0.813599E+03 -0.271594E+03   -140.732    -98.681   -156.140    6448
  6449.00000 -0.106218E+04  0.814137E+03 -0.111074E+04  0.813927E+03 -0.271613E+03   -161.206   -105.518   -156.299    6449
  6450.00000 -0.106211E+04  0.814465E+03 -0.111066E+04  0.814255E+03 -0.271631E+03   -176.726   -113.651   -156.457    6450
  6451.00000 -0.106202E+04  0.814829E+03 -0.111058E+04  0.814619E+03 -0.271650E+03   -194.896   -122.770   -156.614    6451
  6452.00000 -0.106194E+04  0.815180E+03 -0.111050E+04  0.814970E+03 -0.271669E+03   -214.348   -131.661   -156.772    6452
  6453.00000 -0.106188E+04  0.815416E+03 -0.111044E+04  0.815206E+03 -0.271688E+03   -224.255   -138.800   -156.929    6453
  6454.00000 -0.106185E+04  0.815564E+03 -0.111041E+04  0.815354E+03 -0.271707E+03   -227.001   -143.355   -157.086    6454
  6455.00000 -0.106180E+04  0.815774E+03 -0.111036E+04  0.815564E+03 -0.271725E+03   -237.544   -148.229   -157.243    6455
  6456.00000 -0.106217E+04  0.815986E+03 -0.111073E+04  0.815776E+03 -0.271744E+03   -156.608   -143.453   -157.401    6456
  6457.00000 -0.106209E+04  0.816334E+03 -0.111065E+04  0.816124E+03 -0.271763E+03   -221.649   -152.813   -157.559    6457
  6458.00000 -0.106201E+04  0.816687E+03 -0.111057E+04  0.816477E+03 -0.271781E+03   -258.700   -163.146   -157.718    6458
  6459.00000 -0.106193E+04  0.817049E+03 -0.111048E+04  0.816839E+03 -0.271800E+03   -298.375   -174.430   -157.876    6459
  6460.00000 -0.106223E+04  0.817366E+03 -0.111079E+04  0.817156E+03 -0.271818E+03   -189.288   -172.990   -158.036    6460
  6461.00000 -0.106218E+04  0.817606E+03 -0.111073E+04  0.817396E+03 -0.271837E+03   -262.416   -180.084   -158.195    6461
  6462.00000 -0.106363E+04  0.817795E+03 -0.111219E+04  0.817586E+03 -0.271855E+03    -90.005   -153.709   -158.355    6462
  6463.00000 -0.106359E+04  0.818044E+03 -0.111215E+04  0.817834E+03 -0.271873E+03   -162.151   -155.738   -158.516    6463
  6464.00000 -0.106350E+04  0.818400E+03 -0.111206E+04  0.818190E+03 -0.271892E+03   -205.129   -164.338   -158.677    6464
  6465.00000 -0.106343E+04  0.818711E+03 -0.111198E+04  0.818501E+03 -0.271910E+03   -238.903   -174.417   -158.839    6465
  6466.00000 -0.106336E+04  0.818985E+03 -0.111191E+04  0.818775E+03 -0.271928E+03   -269.366   -184.297   -159.001    6466
  6467.00000 -0.106327E+04  0.819323E+03 -0.111183E+04  0.819113E+03 -0.271947E+03   -313.956   -196.196   -159.163    6467
  6468.00000 -0.106332E+04  0.819496E+03 -0.111188E+04  0.819287E+03 -0.271965E+03   -266.646   -199.716   -159.326    6468
  6469.00000 -0.106329E+04  0.819617E+03 -0.111185E+04  0.819407E+03 -0.271983E+03   -299.372   -204.877   -159.490    6469
  6470.00000 -0.106937E+04  0.819746E+03 -0.111792E+04  0.819536E+03 -0.272001E+03    -33.187   -117.059   -159.653    6470
  6471.00000 -0.107187E+04  0.819857E+03 -0.112043E+04  0.819648E+03 -0.272019E+03    -46.938    -85.101   -159.816    6471
  6472.00000 -0.107181E+04  0.820093E+03 -0.112037E+04  0.819883E+03 -0.272037E+03    -86.305    -78.984   -159.977    6472
  6473.00000 -0.107175E+04  0.820301E+03 -0.112031E+04  0.820091E+03 -0.272055E+03    -97.955    -75.582   -160.139    6473
  6474.00000 -0.107170E+04  0.820494E+03 -0.112026E+04  0.820284E+03 -0.272073E+03   -106.399    -74.966   -160.299    6474
  6475.00000 -0.107164E+04  0.820695E+03 -0.112020E+04  0.820485E+03 -0.272091E+03   -114.050    -76.820   -160.460    6475
  6476.00000 -0.107160E+04  0.820841E+03 -0.112016E+04  0.820631E+03 -0.272109E+03   -119.571    -79.433   -160.620    6476
  6477.00000 -0.107155E+04  0.821013E+03 -0.112011E+04  0.820803E+03 -0.272127E+03   -125.856    -82.695   -160.779    6477
  6478.00000 -0.107151E+04  0.821179E+03 -0.112007E+04  0.820969E+03 -0.272145E+03   -131.853    -86.302   -160.939    6478
  6479.00000 -0.107147E+04  0.821335E+03 -0.112002E+04  0.821125E+03 -0.272163E+03   -137.397    -89.968   -161.097    6479
  6480.00000 -0.107142E+04  0.821501E+03 -0.111998E+04  0.821292E+03 -0.272181E+03   -143.311    -93.882   -161.256    6480
  6481.00000 -0.107138E+04  0.821660E+03 -0.111993E+04  0.821450E+03 -0.272198E+03   -148.888    -97.854   -161.413    6481
  6482.00000 -0.107135E+04  0.821770E+03 -0.111990E+04  0.821560E+03 -0.272216E+03   -152.313   -101.255   -161.571    6482
  6483.00000 -0.107131E+04  0.821888E+03 -0.111987E+04  0.821678E+03 -0.272234E+03   -156.580   -104.495   -161.727    6483
  6484.00000 -0.107130E+04  0.821940E+03 -0.111986E+04  0.821730E+03 -0.272251E+03   -158.251   -151.425   -161.882    6484
  6485.00000 -0.107129E+04  0.821981E+03 -0.111984E+04  0.821771E+03 -0.272269E+03   -158.211   -151.677   -162.208    6485
  6486.00000 -0.107118E+04  0.821981E+03 -0.111974E+04  0.821771E+03 -0.272286E+03   -172.524   -168.390   -162.457    6486
  6487.00000 -0.107203E+04  0.821981E+03 -0.112058E+04  0.821771E+03 -0.272304E+03    -95.539    -97.388   -162.630    6487
  6488.00000 -0.107189E+04  0.821981E+03 -0.112044E+04  0.821771E+03 -0.272321E+03   -142.611   -137.435   -162.790    6488
  6489.00000 -0.107174E+04  0.821981E+03 -0.112030E+04  0.821771E+03 -0.272338E+03   -159.554   -153.005   -162.946    6489
  6490.00000 -0.107165E+04  0.821981E+03 -0.112021E+04  0.821771E+03 -0.272356E+03   -162.232   -155.379   -163.099    6490
  6491.00000 -0.107151E+04  0.821981E+03 -0.112007E+04  0.821771E+03 -0.272373E+03   -175.711   -164.160   -163.247    6491
  6492.00000 -0.107136E+04  0.821981E+03 -0.111991E+04  0.821771E+03 -0.272390E+03   -188.806   -174.627   -163.392    6492
  6493.00000 -0.107121E+04  0.821981E+03 -0.111977E+04  0.821771E+03 -0.272408E+03   -196.507   -179.332   -163.533    6493
  6494.00000 -0.107105E+04  0.821981E+03 -0.111961E+04  0.821771E+03 -0.272425E+03   -211.098   -189.743   -163.669    6494
  6495.00000 -0.107087E+04  0.821983E+03 -0.111943E+04  0.821773E+03 -0.272442E+03   -227.372   -198.392   -163.800    6495
  6496.00000 -0.107074E+04  0.821985E+03 -0.111930E+04  0.821775E+03 -0.272459E+03   -226.655   -199.354   -163.925    6496
  6497.00000 -0.107062E+04  0.821988E+03 -0.111917E+04  0.821778E+03 -0.272476E+03   -233.321   -204.905   -164.044    6497
  6498.00000 -0.107055E+04  0.821990E+03 -0.111911E+04  0.821780E+03 -0.272493E+03   -220.155   -199.354   -164.155    6498
  6499.00000 -0.107047E+04  0.821993E+03 -0.111902E+04  0.821783E+03 -0.272510E+03   -226.372   -202.609   -164.258    6499
  6500.00000 -0.107035E+04  0.821998E+03 -0.111891E+04  0.821788E+03 -0.272527E+03   -239.472   -207.376   -164.353    6500
  6501.00000 -0.107025E+04  0.822004E+03 -0.111881E+04  0.821794E+03 -0.272544E+03   -246.329   -210.563   -164.436    6501
  6502.00000 -0.107014E+04  0.822011E+03 -0.111870E+04  0.821801E+03 -0.272561E+03   -255.634   -216.731   -164.508    6502
  6503.00000 -0.107007E+04  0.822016E+03 -0.111863E+04  0.821806E+03 -0.272578E+03   -250.030   -215.757   -164.566    6503
  6504.00000 -0.106998E+04  0.822024E+03 -0.111853E+04  0.821814E+03 -0.272595E+03   -262.094   -221.329   -164.608    6504
  6505.00000 -0.106991E+04  0.822030E+03 -0.111847E+04  0.821820E+03 -0.272612E+03   -259.248   -221.202   -164.633    6505
  6506.00000 -0.106983E+04  0.822037E+03 -0.111839E+04  0.821827E+03 -0.272629E+03   -264.357   -222.386   -164.639    6506
  6507.00000 -0.106974E+04  0.822046E+03 -0.111830E+04  0.821837E+03 -0.272646E+03   -275.375   -227.881   -164.622    6507
  6508.00000 -0.106967E+04  0.822055E+03 -0.111823E+04  0.821845E+03 -0.272663E+03   -278.075   -229.499   -164.581    6508
  6509.00000 -0.106961E+04  0.822062E+03 -0.111817E+04  0.821852E+03 -0.272680E+03   -273.224   -231.003   -164.512    6509
  6510.00000 -0.106949E+04  0.822078E+03 -0.111805E+04  0.821868E+03 -0.272697E+03   -310.848   -238.868   -164.412    6510
  6511.00000 -0.106942E+04  0.822088E+03 -0.111798E+04  0.821878E+03 -0.272714E+03   -302.551   -240.327   -164.278    6511
  6512.00000 -0.106933E+04  0.822101E+03 -0.111789E+04  0.821891E+03 -0.272731E+03   -318.720   -246.531   -164.106    6512
  6513.00000 -0.106926E+04  0.822113E+03 -0.111781E+04  0.821903E+03 -0.272748E+03   -322.530   -248.790   -163.891    6513
  6514.00000 -0.106918E+04  0.822126E+03 -0.111774E+04  0.821916E+03 -0.272765E+03   -330.061   -253.730   -163.629    6514
  6515.00000 -0.106910E+04  0.822139E+03 -0.111766E+04  0.821929E+03 -0.272783E+03   -337.350   -256.006   -163.317    6515
  6516.00000 -0.106900E+04  0.822158E+03 -0.111756E+04  0.821948E+03 -0.272800E+03   -370.426   -262.006   -162.952    6516
  6517.00000 -0.106890E+04  0.822178E+03 -0.111746E+04  0.821968E+03 -0.272817E+03   -396.839   -271.165   -162.529    6517
  6518.00000 -0.106873E+04  0.822212E+03 -0.111729E+04  0.822002E+03 -0.272835E+03   -532.268   -286.957   -162.042    6518
  6519.00000 -0.106865E+04  0.822228E+03 -0.111721E+04  0.822019E+03 -0.272853E+03   -467.250   -293.435   -161.485    6519
  6520.00000 -0.106856E+04  0.822250E+03 -0.111711E+04  0.822040E+03 -0.272870E+03   -504.381   -298.614   -160.853    6520
  6521.00000 -0.106848E+04  0.822267E+03 -0.111704E+04  0.822057E+03 -0.272888E+03   -484.309   -300.101   -160.145    6521
  6522.00000 -0.106839E+04  0.822289E+03 -0.111695E+04  0.822079E+03 -0.272906E+03   -529.455   -308.681   -159.355    6522
  6523.00000 -0.106821E+04  0.822336E+03 -0.111676E+04  0.822126E+03 -0.272925E+03  -1017.150   -331.313   -158.477    6523
  6524.00000 -0.106812E+04  0.822357E+03 -0.111668E+04  0.822147E+03 -0.272943E+03   -783.420   -341.706   -157.503    6524
  6525.00000 -0.106799E+04  0.822393E+03 -0.111655E+04  0.822183E+03 -0.272962E+03  -1205.680   -355.820   -156.435    6525
  6526.00000 -0.106779E+04  0.822449E+03 -0.111635E+04  0.822240E+03 -0.272981E+03  -5105.670   -396.549   -155.281    6526
  6527.00000 -0.106770E+04  0.822476E+03 -0.111626E+04  0.822266E+03 -0.273001E+03  -3326.440   -413.290   -154.038    6527
  6528.00000 -0.106765E+04  0.822491E+03 -0.111621E+04  0.822281E+03 -0.273020E+03  -1790.620   -405.901   -152.735    6528
  6529.00000 -0.106760E+04  0.822505E+03 -0.111616E+04  0.822295E+03 -0.273040E+03  -1314.940   -403.362   -151.522    6529
  6530.00000 -0.106755E+04  0.822521E+03 -0.111611E+04  0.822311E+03 -0.273061E+03  -1193.350   -399.098   -150.316    6530
  6531.00000 -0.106749E+04  0.822543E+03 -0.111604E+04  0.822333E+03 -0.273082E+03  -1348.330   -400.689   -149.023    6531
  6532.00000 -0.106741E+04  0.822570E+03 -0.111596E+04  0.822361E+03 -0.273104E+03  -1698.870   -413.142   -147.669    6532
  6533.00000 -0.106731E+04  0.822605E+03 -0.111587E+04  0.822395E+03 -0.273127E+03  -2815.020   -427.298   -146.267    6533
  6534.00000 -0.107525E+04  0.822628E+03 -0.112380E+04  0.822418E+03 -0.273151E+03    -27.548    -68.798   -144.833    6534
  6535.00000 -0.107519E+04  0.822647E+03 -0.112375E+04  0.822437E+03 -0.273175E+03    -90.846    -69.104   -143.362    6535
  6536.00000 -0.107513E+04  0.822672E+03 -0.112369E+04  0.822462E+03 -0.273200E+03   -105.516    -77.697   -141.855    6536
  6537.00000 -0.107505E+04  0.822705E+03 -0.112360E+04  0.822495E+03 -0.273226E+03   -115.843    -84.575   -140.323    6537
  6538.00000 -0.107500E+04  0.822725E+03 -0.112355E+04  0.822515E+03 -0.273253E+03   -120.554    -89.522   -138.768    6538
  6539.00000 -0.107495E+04  0.822746E+03 -0.112350E+04  0.822536E+03 -0.273280E+03   -125.666    -93.857   -137.198    6539
  6540.00000 -0.107488E+04  0.822772E+03 -0.112344E+04  0.822562E+03 -0.273309E+03   -131.319    -98.092   -135.617    6540
  6541.00000 -0.107483E+04  0.822797E+03 -0.112338E+04  0.822588E+03 -0.273338E+03   -135.846   -101.097   -134.030    6541
  6542.00000 -0.107478E+04  0.822817E+03 -0.112334E+04  0.822607E+03 -0.273368E+03   -138.771   -104.434   -132.441    6542
  6543.00000 -0.107475E+04  0.822831E+03 -0.112331E+04  0.822621E+03 -0.273400E+03   -140.570   -107.171   -130.853    6543
  6544.00000 -0.107472E+04  0.822845E+03 -0.112328E+04  0.822635E+03 -0.273432E+03   -143.291   -109.801   -129.270    6544
  6545.00000 -0.107469E+04  0.822858E+03 -0.112325E+04  0.822648E+03 -0.273464E+03   -145.682   -112.252   -127.696    6545
  6546.00000 -0.107466E+04  0.822870E+03 -0.112322E+04  0.822660E+03 -0.273498E+03   -148.063   -114.571   -126.132    6546
  6547.00000 -0.107463E+04  0.822885E+03 -0.112319E+04  0.822675E+03 -0.273532E+03   -151.132   -116.972   -124.581    6547
  6548.00000 -0.107458E+04  0.822908E+03 -0.112314E+04  0.822698E+03 -0.273568E+03   -156.330   -119.029   -123.052    6548
  6549.00000 -0.107452E+04  0.822933E+03 -0.112308E+04  0.822723E+03 -0.273604E+03   -161.121   -122.141   -121.559    6549
  6550.00000 -0.107450E+04  0.822942E+03 -0.112306E+04  0.822732E+03 -0.273641E+03   -159.984   -124.018   -120.213    6550
  6551.00000 -0.107447E+04  0.822957E+03 -0.112303E+04  0.822748E+03 -0.273679E+03   -163.129   -126.225   -119.047    6551
  6552.00000 -0.107441E+04  0.822985E+03 -0.112297E+04  0.822775E+03 -0.273719E+03   -170.062   -129.454   -117.919    6552
  6553.00000 -0.107437E+04  0.823004E+03 -0.112292E+04  0.822794E+03 -0.273760E+03   -172.041   -132.138   -116.852    6553
  6554.00000 -0.107434E+04  0.823017E+03 -0.112290E+04  0.822807E+03 -0.273802E+03   -172.102   -134.094   -115.852    6554
  6555.00000 -0.107429E+04  0.823039E+03 -0.112284E+04  0.822829E+03 -0.273845E+03   -177.581   -135.918   -114.916    6555
  6556.00000 -0.107425E+04  0.823054E+03 -0.112281E+04  0.822844E+03 -0.273890E+03   -178.350   -138.068   -114.042    6556
  6557.00000 -0.107422E+04  0.823070E+03 -0.112278E+04  0.822860E+03 -0.273935E+03   -180.558   -140.173   -113.224    6557
  6558.00000 -0.107419E+04  0.823082E+03 -0.112275E+04  0.822872E+03 -0.273981E+03   -181.519   -141.996   -112.458    6558
  6559.00000 -0.107416E+04  0.823095E+03 -0.112272E+04  0.822885E+03 -0.274029E+03   -183.342   -143.815   -111.741    6559
  6560.00000 -0.107414E+04  0.823106E+03 -0.112270E+04  0.822896E+03 -0.274077E+03   -184.801   -145.537   -111.068    6560
  6561.00000 -0.107412E+04  0.823114E+03 -0.112268E+04  0.822904E+03 -0.274126E+03   -184.640   -146.846   -110.438    6561
  6562.00000 -0.107411E+04  0.823119E+03 -0.112267E+04  0.822910E+03 -0.274175E+03   -184.776   -147.071   -109.846    6562
  6563.00000 -0.107409E+04  0.823128E+03 -0.112265E+04  0.822918E+03 -0.274226E+03   -186.489   -148.377   -109.291    6563
  6564.00000 -0.107407E+04  0.823137E+03 -0.112263E+04  0.822927E+03 -0.274277E+03   -188.358   -149.796   -108.771    6564
  6565.00000 -0.107405E+04  0.823144E+03 -0.112261E+04  0.822934E+03 -0.274328E+03   -189.182   -151.063   -108.282    6565
  6566.00000 -0.107404E+04  0.823149E+03 -0.112260E+04  0.822940E+03 -0.274380E+03   -189.605   -152.154   -107.824    6566
  6567.00000 -0.107403E+04  0.823155E+03 -0.112259E+04  0.822945E+03 -0.274433E+03   -190.339   -153.199   -107.394    6567
  6568.00000 -0.107401E+04  0.823163E+03 -0.112257E+04  0.822953E+03 -0.274486E+03   -192.459   -154.471   -106.992    6568
  6569.00000 -0.107399E+04  0.823172E+03 -0.112255E+04  0.822963E+03 -0.274539E+03   -195.032   -155.105   -106.616    6569
  6570.00000 -0.107396E+04  0.823184E+03 -0.112252E+04  0.822974E+03 -0.274593E+03   -198.020   -156.785   -106.265    6570
  6571.00000 -0.107394E+04  0.823195E+03 -0.112250E+04  0.822985E+03 -0.274648E+03   -199.985   -158.411   -105.937    6571
  6572.00000 -0.107393E+04  0.823201E+03 -0.112249E+04  0.822991E+03 -0.274703E+03   -199.567   -159.590   -105.632    6572
  6573.00000 -0.107392E+04  0.823205E+03 -0.112247E+04  0.822995E+03 -0.274758E+03   -199.394   -160.550   -105.348    6573
  6574.00000 -0.107391E+04  0.823210E+03 -0.112246E+04  0.823000E+03 -0.274813E+03   -199.826   -161.469   -105.086    6574
  6575.00000 -0.107389E+04  0.823217E+03 -0.112245E+04  0.823008E+03 -0.274869E+03   -202.193   -162.693   -104.843    6575
  6576.00000 -0.107388E+04  0.823223E+03 -0.112244E+04  0.823013E+03 -0.274925E+03   -202.775   -162.929   -104.619    6576
  6577.00000 -0.107387E+04  0.823226E+03 -0.112243E+04  0.823016E+03 -0.274981E+03   -202.508   -163.755   -104.413    6577
  6578.00000 -0.107385E+04  0.823234E+03 -0.112241E+04  0.823024E+03 -0.275038E+03   -205.065   -164.927   -104.225    6578
  6579.00000 -0.107384E+04  0.823241E+03 -0.112240E+04  0.823031E+03 -0.275095E+03   -206.856   -166.163   -104.053    6579
  6580.00000 -0.107406E+04  0.823246E+03 -0.112261E+04  0.823036E+03 -0.275152E+03   -163.829   -159.677   -103.894    6580
  6581.00000 -0.107445E+04  0.823250E+03 -0.112300E+04  0.823040E+03 -0.275209E+03   -133.969   -148.007   -103.752    6581
  6582.00000 -0.107443E+04  0.823256E+03 -0.112299E+04  0.823046E+03 -0.275266E+03   -166.551   -148.426   -103.624    6582
  6583.00000 -0.107442E+04  0.823262E+03 -0.112298E+04  0.823052E+03 -0.275323E+03   -176.106   -149.698   -103.513    6583
  6584.00000 -0.107441E+04  0.823267E+03 -0.112297E+04  0.823057E+03 -0.275381E+03   -181.445   -150.868   -103.414    6584
  6585.00000 -0.107446E+04  0.823278E+03 -0.112302E+04  0.823068E+03 -0.275438E+03   -174.037   -150.302   -103.326    6585
  6586.00000 -0.107444E+04  0.823287E+03 -0.112300E+04  0.823077E+03 -0.275496E+03   -185.223   -151.851   -103.252    6586
  6587.00000 -0.107443E+04  0.823294E+03 -0.112299E+04  0.823084E+03 -0.275554E+03   -188.777   -153.277   -103.190    6587
  6588.00000 -0.107441E+04  0.823302E+03 -0.112297E+04  0.823092E+03 -0.275612E+03   -191.721   -154.697   -103.139    6588
  6589.00000 -0.107439E+04  0.823311E+03 -0.112295E+04  0.823101E+03 -0.275670E+03   -195.044   -156.261   -103.098    6589
  6590.00000 -0.107438E+04  0.823315E+03 -0.112294E+04  0.823105E+03 -0.275728E+03   -195.164   -157.407   -103.068    6590
  6591.00000 -0.107437E+04  0.823319E+03 -0.112293E+04  0.823109E+03 -0.275786E+03   -195.969   -157.814   -103.047    6591
  6592.00000 -0.107436E+04  0.823323E+03 -0.112292E+04  0.823113E+03 -0.275844E+03   -196.932   -158.792   -103.035    6592
  6593.00000 -0.107435E+04  0.823327E+03 -0.112291E+04  0.823118E+03 -0.275902E+03   -198.407   -159.835   -103.031    6593
  6594.00000 -0.107434E+04  0.823332E+03 -0.112290E+04  0.823122E+03 -0.275960E+03   -199.844   -160.904   -103.036    6594
  6595.00000 -0.107433E+04  0.823337E+03 -0.112289E+04  0.823128E+03 -0.276018E+03   -201.414   -162.012   -103.049    6595
  6596.00000 -0.107432E+04  0.823342E+03 -0.112288E+04  0.823132E+03 -0.276076E+03   -202.545   -163.074   -103.069    6596
  6597.00000 -0.107431E+04  0.823346E+03 -0.112287E+04  0.823136E+03 -0.276134E+03   -203.311   -164.049   -103.096    6597
  6598.00000 -0.107429E+04  0.823356E+03 -0.112285E+04  0.823146E+03 -0.276192E+03   -207.688   -165.573   -103.129    6598
